Account Id,Exchange,Trading Symbol,Product Type,Net Qty,Last Traded Price,Buy Qty,Sell Qty,Buy Value,Sell Value,Mark To Market,Total Turnover,Net Value,Buy Avg Price,Sell Avg Price,BEP,Instrument Name,Entity Type,Client Type,Option Type,Strike Price,Option flag,RMS Square Off,Realized MTM,Unrealized MTM,Total Consideration,MTM (Base Currency),Realized MTM (Base Currency),Unrealised MTM (Base Currency),Buy Value (Base Currency),Sell Value (Base Currency),Net Value (Base Currency),Branch Id,Expiry,Actual Buy Avg Price,Actual Sell Avg Price,Actual Buy Value,Actual Sell Value,Actual Mark To Market,Actual Realized MTM,Actual Unrealized MTM,Lot Size,Net Lot,Buy Lot,Sell Lot,Security Id,Giveup Buy Qty,Giveup Sell Qty,Giveup Net Qty,
PR18,BSEFO,SENSEX 12FEB2026 PE 82400,MIS,0,0.05,3200,3200,11532.00,7601.00,-3931.00,19133.00,-3931.00,3.60,2.38,0.00,IO,,Non_Institutionals,PE,82400.00,OTM,Included,-3931.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,3.60,2.38,11532.00,7601.00,-3931.00,-3931.00,0.00,20,0,160,160,829118,0,0,0,
PR33,BSEFO,SENSEX 12FEB2026 PE 83800,NRML,0,124.80,160,160,13322.00,13973.00,651.00,27295.00,651.00,83.26,87.33,0.00,IO,,Non_Institutionals,PE,83800.00,ITM,Included,651.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,83.26,87.33,13322.00,13973.00,651.00,651.00,0.00,20,0,8,8,827104,0,0,0,
PR12,BSEFO,SENSEX 12FEB2026 PE 83700,NRML,0,25.10,900,900,78144.00,43455.00,-34689.00,121599.00,-34689.00,86.83,48.28,0.00,IO,,Non_Institutionals,PE,83700.00,ATM,Included,-34689.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,86.83,48.28,78144.00,43455.00,-34689.00,-34689.00,0.00,20,0,45,45,824886,0,0,0,
PR24,BSEFO,SENSEX 12FEB2026 PE 83300,MIS,0,0.05,200,200,770.00,3820.00,3050.00,4590.00,3050.00,3.85,19.10,0.00,IO,,Non_Institutionals,PE,83300.00,OTM,Included,3050.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,3.85,19.10,770.00,3820.00,3050.00,3050.00,0.00,20,0,10,10,827963,0,0,0,
PR20,BSEFO,SENSEX 12FEB2026 PE 83700,NRML,0,25.10,2560,2560,160960.00,133630.00,-27330.00,294590.00,-27330.00,62.88,52.20,0.00,IO,,Non_Institutionals,PE,83700.00,ATM,Included,-27330.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,62.88,52.20,160960.00,133630.00,-27330.00,-27330.00,0.00,20,0,128,128,824886,0,0,0,
PR09,BSEFO,SENSEX 12FEB2026 PE 83700,NRML,0,25.10,780,780,35699.00,42402.00,6703.00,78101.00,6703.00,45.77,54.36,0.00,IO,,Non_Institutionals,PE,83700.00,ATM,Included,6703.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,45.77,54.36,35699.00,42402.00,6703.00,6703.00,0.00,20,0,39,39,824886,0,0,0,
PR04,BSEFO,SENSEX 12FEB2026 PE 82100,MIS,0,0.05,1460,1460,4672.00,4453.00,-219.00,9125.00,-219.00,3.20,3.05,0.00,IO,,Non_Institutionals,PE,82100.00,OTM,Included,-219.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,3.20,3.05,4672.00,4453.00,-219.00,-219.00,0.00,20,0,73,73,830924,0,0,0,
PR15,BSEFO,SENSEX 12FEB2026 CE 83600,MIS,0,74.70,640,640,47561.00,106354.00,58793.00,153915.00,58793.00,74.31,166.18,0.00,IO,,Non_Institutionals,CE,83600.00,ITM,Included,58793.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,74.31,166.18,47561.00,106354.00,58793.00,58793.00,0.00,20,0,32,32,825144,0,0,0,
PR09,BSEFO,SENSEX 12FEB2026 CE 84300,NRML,0,0.05,100,100,160.00,3965.00,3805.00,4125.00,3805.00,1.60,39.65,0.00,IO,,Non_Institutionals,CE,84300.00,OTM,Included,3805.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,1.60,39.65,160.00,3965.00,3805.00,3805.00,0.00,20,0,5,5,831199,0,0,0,
PR37,BSEFO,SENSEX 12FEB2026 CE 85000,NRML,0,0.05,3000,3000,40210.00,110550.00,70340.00,150760.00,70340.00,13.40,36.85,0.00,IO,,Non_Institutionals,CE,85000.00,OTM,Included,70340.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,13.40,36.85,40210.00,110550.00,70340.00,70340.00,0.00,20,0,150,150,825091,0,0,0,
PR36,BSEFO,SENSEX 12FEB2026 PE 83700,NRML,0,25.10,4000,4000,154417.00,205681.00,51264.00,360098.00,51264.00,38.60,51.42,0.00,IO,,Non_Institutionals,PE,83700.00,ATM,Included,51264.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,38.60,51.42,154417.00,205681.00,51264.00,51264.00,0.00,20,0,200,200,824886,0,0,0,
PR14,BSEFO,SENSEX 12FEB2026 CE 85000,MIS,0,0.05,400,400,790.00,80.00,-710.00,870.00,-710.00,1.98,0.20,0.00,IO,,Non_Institutionals,CE,85000.00,OTM,Included,-710.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,1.98,0.20,790.00,80.00,-710.00,-710.00,0.00,20,0,20,20,825091,0,0,0,
PR15,BSEFO,SENSEX 12FEB2026 PE 84100,MIS,0,424.25,80,80,25558.00,17366.00,-8192.00,42924.00,-8192.00,319.48,217.08,0.00,IO,,Non_Institutionals,PE,84100.00,ITM,Included,-8192.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,319.48,217.08,25558.00,17366.00,-8192.00,-8192.00,0.00,20,0,4,4,824563,0,0,0,
PR10,BSEFO,SENSEX 12FEB2026 CE 84600,NRML,0,0.10,3800,3800,13180.00,10635.00,-2545.00,23815.00,-2545.00,3.47,2.80,0.00,IO,,Non_Institutionals,CE,84600.00,OTM,Included,-2545.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,3.47,2.80,13180.00,10635.00,-2545.00,-2545.00,0.00,20,0,190,190,829387,0,0,0,
PR20,BSEFO,SENSEX 12FEB2026 CE 83500,NRML,0,174.70,440,440,73033.00,83686.00,10653.00,156719.00,10653.00,165.98,190.20,0.00,IO,,Non_Institutionals,CE,83500.00,ITM,Included,10653.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,165.98,190.20,73033.00,83686.00,10653.00,10653.00,0.00,20,0,22,22,826895,0,0,0,
PR36,BSEFO,SENSEX 12FEB2026 CE 85800,NRML,0,0.05,5000,5000,6050.00,250.00,-5800.00,6300.00,-5800.00,1.21,0.05,0.00,IO,,Non_Institutionals,CE,85800.00,OTM,Included,-5800.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,1.21,0.05,6050.00,250.00,-5800.00,-5800.00,0.00,20,0,250,250,826902,0,0,0,
PR07,BSEFO,SENSEX 12FEB2026 PE 84000,MIS,0,324.90,3100,3100,724522.00,450835.00,-273687.00,1175357.00,-273687.00,233.72,145.43,0.00,IO,,Non_Institutionals,PE,84000.00,ITM,Included,-273687.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,233.72,145.43,724522.00,450835.00,-273687.00,-273687.00,0.00,20,0,155,155,830030,0,0,0,
PR09,BSEFO,SENSEX 12FEB2026 CE 84700,NRML,0,0.05,560,560,3606.00,1116.00,-2490.00,4722.00,-2490.00,6.44,1.99,0.00,IO,,Non_Institutionals,CE,84700.00,OTM,Included,-2490.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,6.44,1.99,3606.00,1116.00,-2490.00,-2490.00,0.00,20,0,28,28,827569,0,0,0,
PR14,BSEFO,SENSEX 12FEB2026 PE 81500,MIS,0,0.05,160,160,320.00,344.00,24.00,664.00,24.00,2.00,2.15,0.00,IO,,Non_Institutionals,PE,81500.00,OTM,Included,24.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,2.00,2.15,320.00,344.00,24.00,24.00,0.00,20,0,8,8,827100,0,0,0,
PR06,BSEFO,SENSEX 12FEB2026 CE 86700,NRML,0,0.05,60,60,120.00,143.00,23.00,263.00,23.00,2.00,2.38,0.00,IO,,Non_Institutionals,CE,86700.00,OTM,Included,23.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,2.00,2.38,120.00,143.00,23.00,23.00,0.00,20,0,3,3,828917,0,0,0,
PR14,BSEFO,SENSEX 12FEB2026 PE 83900,MIS,0,224.40,320,320,42504.00,37411.00,-5093.00,79915.00,-5093.00,132.83,116.91,0.00,IO,,Non_Institutionals,PE,83900.00,ITM,Included,-5093.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,132.83,116.91,42504.00,37411.00,-5093.00,-5093.00,0.00,20,0,16,16,825357,0,0,0,
PR16,BSEFO,SENSEX 12FEB2026 CE 83500,NRML,0,174.70,1000,1000,206512.00,194045.00,-12467.00,400557.00,-12467.00,206.51,194.05,0.00,IO,,Non_Institutionals,CE,83500.00,ITM,Included,-12467.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,206.51,194.05,206512.00,194045.00,-12467.00,-12467.00,0.00,20,0,50,50,826895,0,0,0,
PR17,BSEFO,SENSEX 12FEB2026 PE 83600,NRML,0,0.05,300,300,16098.00,12252.00,-3846.00,28350.00,-3846.00,53.66,40.84,0.00,IO,,Non_Institutionals,PE,83600.00,OTM,Included,-3846.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,53.66,40.84,16098.00,12252.00,-3846.00,-3846.00,0.00,20,0,15,15,826651,0,0,0,
PR05,BSEFO,SENSEX 12FEB2026 CE 86800,NRML,0,0.05,760,760,2450.00,723.00,-1727.00,3173.00,-1727.00,3.22,0.95,0.00,IO,,Non_Institutionals,CE,86800.00,OTM,Included,-1727.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,3.22,0.95,2450.00,723.00,-1727.00,-1727.00,0.00,20,0,38,38,831674,0,0,0,
PR20,NSEFO,NIFTY 17FEB2026 PE 25950,NRML,0,175.20,4095,4095,548330.25,502232.25,-46098.00,1050562.50,-46098.00,133.90,122.65,0.00,OPTIDX,,Non_Institutionals,PE,25950.00,ITM,Included,-46098.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,17Feb2026,133.90,122.65,548330.25,502232.25,-46098.00,-46098.00,0.00,65,0,63,63,48235,0,0,0,
PR06,BSEFO,SENSEX 12FEB2026 CE 87000,NRML,0,0.05,360,360,738.00,730.00,-8.00,1468.00,-8.00,2.05,2.03,0.00,IO,,Non_Institutionals,CE,87000.00,OTM,Included,-8.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,2.05,2.03,738.00,730.00,-8.00,-8.00,0.00,20,0,18,18,826400,0,0,0,
PR16,BSEFO,SENSEX 12FEB2026 CE 83400,NRML,0,274.00,40,40,11250.00,10680.00,-570.00,21930.00,-570.00,281.25,267.00,0.00,IO,,Non_Institutionals,CE,83400.00,ITM,Included,-570.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,281.25,267.00,11250.00,10680.00,-570.00,-570.00,0.00,20,0,2,2,824657,0,0,0,
PR36,BSEFO,SENSEX 12FEB2026 PE 83800,NRML,0,124.80,5000,5000,439729.00,456759.00,17030.00,896488.00,17030.00,87.95,91.35,0.00,IO,,Non_Institutionals,PE,83800.00,ITM,Included,17030.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,87.95,91.35,439729.00,456759.00,17030.00,17030.00,0.00,20,0,250,250,827104,0,0,0,
PR05,BSEFO,SENSEX 12FEB2026 PE 83800,MIS,0,124.80,3920,3920,356613.00,282994.00,-73619.00,639607.00,-73619.00,90.97,72.19,0.00,IO,,Non_Institutionals,PE,83800.00,ITM,Included,-73619.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,90.97,72.19,356613.00,282994.00,-73619.00,-73619.00,0.00,20,0,196,196,827104,0,0,0,
PR20,BSEFO,SENSEX 12FEB2026 PE 82300,NRML,0,0.05,1700,1700,2655.00,1160.00,-1495.00,3815.00,-1495.00,1.56,0.68,0.00,IO,,Non_Institutionals,PE,82300.00,OTM,Included,-1495.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,1.56,0.68,2655.00,1160.00,-1495.00,-1495.00,0.00,20,0,85,85,831432,0,0,0,
PR14,BSEFO,SENSEX 19FEB2026 PE 79000,MIS,0,16.20,200,200,3160.00,2920.00,-240.00,6080.00,-240.00,15.80,14.60,0.00,IO,,Non_Institutionals,PE,79000.00,OTM,Included,-240.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,19Feb2026,15.80,14.60,3160.00,2920.00,-240.00,-240.00,0.00,20,0,10,10,837210,0,0,0,
PR17,BSEFO,SENSEX 12FEB2026 CE 84200,NRML,0,0.05,120,120,3978.00,8158.00,4180.00,12136.00,4180.00,33.15,67.98,0.00,IO,,Non_Institutionals,CE,84200.00,OTM,Included,4180.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,33.15,67.98,3978.00,8158.00,4180.00,4180.00,0.00,20,0,6,6,828461,0,0,0,
PR06,BSEFO,SENSEX 12FEB2026 CE 83800,NRML,0,0.05,360,360,60881.00,63540.00,2659.00,124421.00,2659.00,169.11,176.50,0.00,IO,,Non_Institutionals,CE,83800.00,OTM,Included,2659.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,169.11,176.50,60881.00,63540.00,2659.00,2659.00,0.00,20,0,18,18,825592,0,0,0,
PR10,BSEFO,SENSEX 12FEB2026 CE 83700,NRML,0,0.05,9680,9680,200344.00,278784.00,78440.00,479128.00,78440.00,20.70,28.80,0.00,IO,,Non_Institutionals,CE,83700.00,ATM,Included,78440.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,20.70,28.80,200344.00,278784.00,78440.00,78440.00,0.00,20,0,484,484,827331,0,0,0,
PR36,BSEFO,SENSEX 12FEB2026 PE 83900,NRML,0,224.40,6500,6500,848252.00,862158.00,13906.00,1710410.00,13906.00,130.50,132.64,0.00,IO,,Non_Institutionals,PE,83900.00,ITM,Included,13906.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,130.50,132.64,848252.00,862158.00,13906.00,13906.00,0.00,20,0,325,325,825357,0,0,0,
PR15,BSEFO,SENSEX 12FEB2026 PE 82700,MIS,0,0.05,160,160,762.00,378.00,-384.00,1140.00,-384.00,4.76,2.36,0.00,IO,,Non_Institutionals,PE,82700.00,OTM,Included,-384.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,4.76,2.36,762.00,378.00,-384.00,-384.00,0.00,20,0,8,8,824613,0,0,0,
PR05,BSEFO,SENSEX 12FEB2026 CE 83900,MIS,0,0.05,1200,1200,85688.00,66026.00,-19662.00,151714.00,-19662.00,71.41,55.02,0.00,IO,,Non_Institutionals,CE,83900.00,OTM,Included,-19662.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,71.41,55.02,85688.00,66026.00,-19662.00,-19662.00,0.00,20,0,60,60,827778,0,0,0,
PR09,BSEFO,SENSEX 12FEB2026 CE 83700,NRML,0,0.05,1160,1160,191530.00,193779.00,2249.00,385309.00,2249.00,165.11,167.05,0.00,IO,,Non_Institutionals,CE,83700.00,ATM,Included,2249.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,165.11,167.05,191530.00,193779.00,2249.00,2249.00,0.00,20,0,58,58,827331,0,0,0,
PR15,BSEFO,SENSEX 12FEB2026 PE 83500,MIS,0,0.05,80,80,468.00,1946.00,1478.00,2414.00,1478.00,5.85,24.33,0.00,IO,,Non_Institutionals,PE,83500.00,OTM,Included,1478.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,5.85,24.33,468.00,1946.00,1478.00,1478.00,0.00,20,0,4,4,828414,0,0,0,
PR37,BSEFO,SENSEX 12FEB2026 PE 83400,NRML,0,0.05,1500,1500,75.00,26360.00,26285.00,26435.00,26285.00,0.05,17.57,0.00,IO,,Non_Institutionals,PE,83400.00,OTM,Included,26285.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,0.05,17.57,75.00,26360.00,26285.00,26285.00,0.00,20,0,75,75,826171,0,0,0,
PR20,BSEFO,SENSEX 12FEB2026 PE 83800,NRML,0,124.80,1200,1200,114411.00,107049.00,-7362.00,221460.00,-7362.00,95.34,89.21,0.00,IO,,Non_Institutionals,PE,83800.00,ITM,Included,-7362.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,95.34,89.21,114411.00,107049.00,-7362.00,-7362.00,0.00,20,0,60,60,827104,0,0,0,
PR14,BSEFO,SENSEX 12FEB2026 CE 86700,MIS,0,0.05,200,200,430.00,20.00,-410.00,450.00,-410.00,2.15,0.10,0.00,IO,,Non_Institutionals,CE,86700.00,OTM,Included,-410.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,2.15,0.10,430.00,20.00,-410.00,-410.00,0.00,20,0,10,10,828917,0,0,0,
PR14,BSEFO,SENSEX 12FEB2026 PE 81300,MIS,0,0.05,320,320,656.00,688.00,32.00,1344.00,32.00,2.05,2.15,0.00,IO,,Non_Institutionals,PE,81300.00,OTM,Included,32.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,2.05,2.15,656.00,688.00,32.00,32.00,0.00,20,0,16,16,826648,0,0,0,
PR15,BSEFO,SENSEX 12FEB2026 PE 83600,MIS,0,0.05,3040,3040,60003.00,170114.00,110111.00,230117.00,110111.00,19.74,55.96,0.00,IO,,Non_Institutionals,PE,83600.00,OTM,Included,110111.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,19.74,55.96,60003.00,170114.00,110111.00,110111.00,0.00,20,0,152,152,826651,0,0,0,
PR37,BSEFO,SENSEX 12FEB2026 CE 84000,NRML,0,0.05,500,500,25.00,5550.00,5525.00,5575.00,5525.00,0.05,11.10,0.00,IO,,Non_Institutionals,CE,84000.00,OTM,Included,5525.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,0.05,11.10,25.00,5550.00,5525.00,5525.00,0.00,20,0,25,25,824824,0,0,0,
PR08,BSEFO,SENSEX 12FEB2026 CE 84000,MIS,0,0.05,5200,5200,107268.00,544808.00,437540.00,652076.00,437540.00,20.63,104.77,0.00,IO,,Non_Institutionals,CE,84000.00,OTM,Included,437540.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,20.63,104.77,107268.00,544808.00,437540.00,437540.00,0.00,20,0,260,260,824824,0,0,0,
PR14,BSEFO,SENSEX 19FEB2026 CE 84300,MIS,0,226.35,200,200,45970.00,51000.00,5030.00,96970.00,5030.00,229.85,255.00,0.00,IO,,Non_Institutionals,CE,84300.00,OTM,Included,5030.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,19Feb2026,229.85,255.00,45970.00,51000.00,5030.00,5030.00,0.00,20,0,10,10,836961,0,0,0,
PR37,BSEFO,SENSEX 12FEB2026 PE 83300,NRML,0,0.05,500,500,25.00,1925.00,1900.00,1950.00,1900.00,0.05,3.85,0.00,IO,,Non_Institutionals,PE,83300.00,OTM,Included,1900.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,0.05,3.85,25.00,1925.00,1900.00,1900.00,0.00,20,0,25,25,827963,0,0,0,
PR05,BSEFO,SENSEX 12FEB2026 CE 84100,MIS,0,0.05,1200,1200,4580.00,54211.00,49631.00,58791.00,49631.00,3.82,45.18,0.00,IO,,Non_Institutionals,CE,84100.00,OTM,Included,49631.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,3.82,45.18,4580.00,54211.00,49631.00,49631.00,0.00,20,0,60,60,830732,0,0,0,
PR23,BSEFO,SENSEX 12FEB2026 CE 84200,NRML,0,0.05,760,760,2752.00,41186.00,38434.00,43938.00,38434.00,3.62,54.19,0.00,IO,,Non_Institutionals,CE,84200.00,OTM,Included,38434.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,3.62,54.19,2752.00,41186.00,38434.00,38434.00,0.00,20,0,38,38,828461,0,0,0,
PR20,BSEFO,SENSEX 12FEB2026 PE 82100,NRML,0,0.05,40,40,50.00,4.00,-46.00,54.00,-46.00,1.25,0.10,0.00,IO,,Non_Institutionals,PE,82100.00,OTM,Included,-46.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,1.25,0.10,50.00,4.00,-46.00,-46.00,0.00,20,0,2,2,830924,0,0,0,
PR06,BSEFO,SENSEX 12FEB2026 CE 84000,NRML,0,0.05,1540,1540,73505.00,149127.00,75622.00,222632.00,75622.00,47.73,96.84,0.00,IO,,Non_Institutionals,CE,84000.00,OTM,Included,75622.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,47.73,96.84,73505.00,149127.00,75622.00,75622.00,0.00,20,0,77,77,824824,0,0,0,
PR06,BSEFO,SENSEX 12FEB2026 CE 84100,NRML,0,0.05,900,900,22858.00,75593.00,52735.00,98451.00,52735.00,25.40,83.99,0.00,IO,,Non_Institutionals,CE,84100.00,OTM,Included,52735.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,25.40,83.99,22858.00,75593.00,52735.00,52735.00,0.00,20,0,45,45,830732,0,0,0,
PR33,BSEFO,SENSEX 12FEB2026 CE 84700,NRML,0,0.05,400,400,2418.00,2895.00,477.00,5313.00,477.00,6.05,7.24,0.00,IO,,Non_Institutionals,CE,84700.00,OTM,Included,477.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,6.05,7.24,2418.00,2895.00,477.00,477.00,0.00,20,0,20,20,827569,0,0,0,
PR20,NSEFO,NIFTY 17FEB2026 PE 25400,MIS,0,15.85,260,260,3770.00,4605.25,835.25,8375.25,835.25,14.50,17.71,0.00,OPTIDX,,Non_Institutionals,PE,25400.00,OTM,Included,835.25,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,17Feb2026,14.50,17.71,3770.00,4605.25,835.25,835.25,0.00,65,0,4,4,48210,0,0,0,
PR06,BSEFO,SENSEX 12FEB2026 PE 84000,MIS,0,324.90,5500,5500,1276980.00,796941.00,-480039.00,2073921.00,-480039.00,232.18,144.90,0.00,IO,,Non_Institutionals,PE,84000.00,ITM,Included,-480039.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,232.18,144.90,1276980.00,796941.00,-480039.00,-480039.00,0.00,20,0,275,275,830030,0,0,0,
PR21,BSEFO,SENSEX 12FEB2026 CE 85700,MIS,0,0.05,420,420,1407.00,1365.00,-42.00,2772.00,-42.00,3.35,3.25,0.00,IO,,Non_Institutionals,CE,85700.00,OTM,Included,-42.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,3.35,3.25,1407.00,1365.00,-42.00,-42.00,0.00,20,0,21,21,824665,0,0,0,
PR08,BSEFO,SENSEX 12FEB2026 CE 85700,MIS,0,0.05,1040,1040,3484.00,3380.00,-104.00,6864.00,-104.00,3.35,3.25,0.00,IO,,Non_Institutionals,CE,85700.00,OTM,Included,-104.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,3.35,3.25,3484.00,3380.00,-104.00,-104.00,0.00,20,0,52,52,824665,0,0,0,
PR06,BSEFO,SENSEX 12FEB2026 PE 82400,MIS,0,0.05,5500,5500,19912.00,13025.00,-6887.00,32937.00,-6887.00,3.62,2.37,0.00,IO,,Non_Institutionals,PE,82400.00,OTM,Included,-6887.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,3.62,2.37,19912.00,13025.00,-6887.00,-6887.00,0.00,20,0,275,275,829118,0,0,0,
PR22,BSEFO,SENSEX 12FEB2026 CE 85900,NRML,0,0.05,4200,4200,12008.00,210.00,-11798.00,12218.00,-11798.00,2.86,0.05,0.00,IO,,Non_Institutionals,CE,85900.00,OTM,Included,-11798.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,2.86,0.05,12008.00,210.00,-11798.00,-11798.00,0.00,20,0,210,210,825155,0,0,0,
PR10,BSEFO,SENSEX 12FEB2026 PE 83100,NRML,0,0.05,4100,4100,11710.00,8400.00,-3310.00,20110.00,-3310.00,2.86,2.05,0.00,IO,,Non_Institutionals,PE,83100.00,OTM,Included,-3310.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,2.86,2.05,11710.00,8400.00,-3310.00,-3310.00,0.00,20,0,205,205,827485,0,0,0,
PR20,NSEFO,NIFTY 17FEB2026 PE 24850,NRML,0,5.80,910,910,5239.00,4823.00,-416.00,10062.00,-416.00,5.76,5.30,0.00,OPTIDX,,Non_Institutionals,PE,24850.00,OTM,Included,-416.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,17Feb2026,5.76,5.30,5239.00,4823.00,-416.00,-416.00,0.00,65,0,14,14,48171,0,0,0,
PR24,BSEFO,SENSEX 12FEB2026 CE 84400,MIS,0,0.10,200,200,1000.00,4930.00,3930.00,5930.00,3930.00,5.00,24.65,0.00,IO,,Non_Institutionals,CE,84400.00,OTM,Included,3930.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,5.00,24.65,1000.00,4930.00,3930.00,3930.00,0.00,20,0,10,10,828909,0,0,0,
PR20,BSEFO,SENSEX 12FEB2026 CE 84400,NRML,0,0.10,1160,1160,177530.00,240677.00,63147.00,418207.00,63147.00,153.04,207.48,0.00,IO,,Non_Institutionals,CE,84400.00,OTM,Included,63147.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,153.04,207.48,177530.00,240677.00,63147.00,63147.00,0.00,20,0,58,58,828909,0,0,0,
PR06,BSEFO,SENSEX 12FEB2026 CE 84300,NRML,0,0.05,660,660,16290.00,6546.00,-9744.00,22836.00,-9744.00,24.68,9.92,0.00,IO,,Non_Institutionals,CE,84300.00,OTM,Included,-9744.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,24.68,9.92,16290.00,6546.00,-9744.00,-9744.00,0.00,20,0,33,33,831199,0,0,0,
